image,supplied_split,similarity_aware_split,changed_split
S_11118046.jpg,train,train,False
S_11118674.jpg,val,val,False
S_11118758.jpg,train,train,False
S_11121334.jpg,train,train,False
S_11123681.jpg,val,val,False
S_11124098.jpg,train,train,False
S_11124099.jpg,val,val,False
S_11124627.jpg,train,train,False
S_11124660.jpg,train,train,False
S_11125222.jpg,train,train,False
S_11125228.jpg,val,val,False
S_11125231.jpg,train,train,False
S_11125479.jpg,train,train,False
S_11125542.jpg,val,val,False
S_11125753.jpg,train,train,False
S_11125758.jpg,train,train,False
S_11125761.jpg,train,train,False
S_11125762.jpg,val,val,False
S_11126042.jpg,val,val,False
S_11126179.jpg,train,train,False
S_11126294.jpg,val,val,False
S_11126569.jpg,train,train,False
S_11126612.jpg,train,train,False
S_11126617.jpg,train,train,False
S_11126998.jpg,train,train,False
S_11127976.jpg,train,train,False
S_11128632.jpg,val,val,False
S_11128952.jpg,train,train,False
S_11128983.jpg,train,train,False
S_11129363.jpg,train,train,False
S_11129719.jpg,train,train,False
S_11129963.jpg,train,train,False
S_11130433.jpg,train,train,False
S_11130478.jpg,val,val,False
S_11130594.jpg,train,train,False
S_11130595.jpg,train,train,False
S_11130596.jpg,train,train,False
S_11130745.jpg,train,train,False
S_11130746.jpg,train,train,False
S_11131810.jpg,val,val,False
S_11131837.jpg,val,val,False
S_11131842.jpg,val,val,False
S_11131843.jpg,train,train,False
S_11132029.jpg,val,val,False
S_11132180.jpg,train,train,False
S_11132284.jpg,train,train,False
S_11132285.jpg,train,train,False
S_11133019.jpg,train,train,False
S_11133301.jpg,train,train,False
S_11135347.jpg,train,train,False
S_11135955.jpg,train,train,False
S_11136532.jpg,train,train,False
S_11137697.jpg,val,val,False
S_11137759.jpg,train,train,False
S_11140263.jpg,train,train,False
S_11141766.jpg,val,val,False
S_11142065.jpg,val,val,False
S_11142811.jpg,train,train,False
S_11142846.jpg,train,train,False
S_11143222.jpg,train,train,False
S_11144018.jpg,train,train,False
S_11144019.jpg,train,train,False
S_11144020.jpg,train,train,False
S_11144021.jpg,train,train,False
S_11144106.jpg,train,train,False
S_11144107.jpg,train,train,False
S_11144279.jpg,train,train,False
S_11144280.jpg,train,train,False
S_11144373.jpg,train,train,False
S_11144540.jpg,val,val,False
S_11144541.jpg,val,val,False
S_11144542.jpg,train,train,False
S_11144672.jpg,train,train,False
S_11144673.jpg,train,train,False
S_11144675.jpg,train,train,False
S_11144693.jpg,train,train,False
S_11144866.jpg,train,train,False
S_11144867.jpg,train,train,False
S_11144941.jpg,train,train,False
S_11144942.jpg,val,val,False
S_11145049.jpg,train,train,False
S_11145050.jpg,train,train,False
S_11145061.jpg,train,train,False
S_11145842.jpg,train,train,False
S_11145843.jpg,val,val,False
S_11145865.jpg,train,train,False
S_11146111.jpg,train,train,False
S_11146229.jpg,train,train,False
S_11146487.jpg,train,train,False
S_11146633.jpg,train,train,False
S_11147530.jpg,train,train,False
S_11147536.jpg,train,train,False
S_11147537.jpg,train,train,False
S_11147538.jpg,train,train,False
S_11147717.jpg,train,train,False
S_11147718.jpg,train,train,False
S_11147839.jpg,train,train,False
S_11148075.jpg,train,train,False
S_11148855.jpg,train,train,False
S_11149405.jpg,train,train,False
S_11149612.jpg,train,train,False
S_11149613.jpg,val,val,False
S_11150259.jpg,train,train,False
S_11150475.jpg,train,train,False
S_11150649.jpg,val,val,False
S_11150662.jpg,val,val,False
S_11151149.jpg,val,val,False
S_11151738.jpg,train,train,False
S_11152005.jpg,train,train,False
S_11152101.jpg,train,train,False
S_11152102.jpg,train,train,False
S_11152128.jpg,val,val,False
S_11152514.jpg,train,train,False
S_11152515.jpg,train,train,False
S_11152555.jpg,train,train,False
S_11152648.jpg,train,train,False
S_11152959.jpg,train,train,False
S_11152987.jpg,train,train,False
S_11152990.jpg,val,val,False
S_11153172.jpg,train,train,False
S_11153176.jpg,train,train,False
S_11153209.jpg,train,train,False
S_11153213.jpg,train,train,False
S_11153214.jpg,train,train,False
S_11153257.jpg,train,train,False
S_11153309.jpg,train,train,False
S_11153314.jpg,train,train,False
S_11153350.jpg,train,train,False
S_11153395.jpg,train,train,False
S_11153543.jpg,val,val,False
S_11153550.jpg,train,train,False
S_11153551.jpg,train,train,False
S_11153563.jpg,train,train,False
S_11153582.jpg,val,val,False
S_11153597.jpg,train,train,False
S_11153639.jpg,val,val,False
S_11153773.jpg,train,train,False
S_11153775.jpg,train,train,False
S_11153784.jpg,train,train,False
S_11153787.jpg,train,train,False
S_11153791.jpg,train,train,False
S_11153799.jpg,val,val,False
S_11153835.jpg,val,val,False
S_11153846.jpg,train,train,False
S_11153880.jpg,val,val,False
S_11154016.jpg,val,val,False
S_11154027.jpg,train,train,False
S_11154034.jpg,train,train,False
S_11154074.jpg,train,train,False
S_11154125.jpg,train,train,False
S_11154128.jpg,train,train,False
S_11154324.jpg,val,val,False
S_11154340.jpg,train,train,False
S_11154366.jpg,train,train,False
S_11154370.jpg,train,train,False
S_11154375.jpg,train,train,False
S_11154728.jpg,train,train,False
S_11154755.jpg,train,train,False
S_11155136.jpg,train,train,False
S_11155219.jpg,val,val,False
S_11155234.jpg,train,train,False
S_11155246.jpg,train,train,False
S_11155261.jpg,train,train,False
S_11155393.jpg,train,train,False
S_11155397.jpg,train,train,False
S_11155413.jpg,train,train,False
S_11155415.jpg,train,train,False
S_11155426.jpg,train,train,False
S_11155476.jpg,train,train,False
S_11155477.jpg,val,val,False
S_11155501.jpg,train,train,False
S_11155504.jpg,val,val,False
S_11155506.jpg,train,train,False
S_11155523.jpg,train,train,False
S_11155608.jpg,val,val,False
S_11156278.jpg,train,train,False
S_11157016.jpg,train,train,False
S_11157018.jpg,train,train,False
S_11157200.jpg,train,train,False
S_11157382.jpg,train,train,False
S_11157491.jpg,train,train,False
S_11157492.jpg,train,train,False
S_11157539.jpg,train,train,False
S_11157563.jpg,train,train,False
S_11157564.jpg,train,train,False
S_11157565.jpg,train,train,False
S_11157568.jpg,val,val,False
S_11157569.jpg,val,val,False
S_11157570.jpg,val,val,False
S_11157645.jpg,val,val,False
S_11157681.jpg,val,val,False
S_11157810.jpg,train,train,False
S_11158088.jpg,train,train,False
S_11158110.jpg,train,train,False
S_11158153.jpg,train,train,False
S_11158155.jpg,train,train,False
S_11158199.jpg,train,train,False
S_11158222.jpg,train,train,False
S_11158242.jpg,train,train,False
S_11158253.jpg,val,val,False
S_11158293.jpg,val,val,False
S_11158420.jpg,train,train,False
S_11158421.jpg,train,train,False
S_11158459.jpg,val,val,False
S_11158535.jpg,val,val,False
S_11158596.jpg,train,train,False
S_11158646.jpg,train,train,False
S_11158684.jpg,train,train,False
S_11158747.jpg,train,train,False
S_11158757.jpg,val,val,False
S_11159421.jpg,train,train,False
S_11159430.jpg,train,train,False
S_11159487.jpg,val,val,False
S_11165092.jpg,val,val,False
S_11171971.jpg,train,train,False
S_11174676.jpg,train,train,False
S_11174687.jpg,train,train,False
S_11174753.jpg,train,train,False
S_11174829.jpg,val,val,False
S_11176846.jpg,train,train,False
S_11177210.jpg,train,train,False
S_11178072.jpg,train,train,False
S_11178748.jpg,train,train,False
S_11179914.jpg,train,train,False
S_11180461.jpg,train,train,False
S_11180466.jpg,train,train,False
S_11180492.jpg,train,train,False
S_11180499.jpg,train,train,False
S_11180525.jpg,val,val,False
S_11180526.jpg,train,train,False
S_11180530.jpg,train,train,False
S_11180541.jpg,train,train,False
S_11180547.jpg,val,val,False
S_11180548.jpg,train,train,False
S_11181326.jpg,train,train,False
S_11181538.jpg,train,train,False
S_11181541.jpg,val,val,False
S_11182818.jpg,train,train,False
S_11183671.jpg,train,train,False
S_11184716.jpg,val,val,False
S_11184836.jpg,train,train,False
S_11185096.jpg,train,train,False
S_11185099.jpg,train,train,False
S_11185100.jpg,train,train,False
S_11185308.jpg,train,train,False
S_11186252.jpg,train,train,False
S_11186253.jpg,train,train,False
S_11186304.jpg,val,val,False
S_11186844.jpg,train,train,False
S_11188272.jpg,val,val,False
S_11188757.jpg,val,val,False
S_11189655.jpg,train,train,False
S_11189975.jpg,train,train,False
S_11189994.jpg,train,train,False
S_11190004.jpg,val,val,False
S_11190544.jpg,train,train,False
S_11190566.jpg,train,train,False
S_11190746.jpg,train,train,False
S_11190902.jpg,train,train,False
S_11190905.jpg,val,val,False
S_11190926.jpg,train,train,False
S_11192095.jpg,train,train,False
S_11192102.jpg,train,train,False
S_11192108.jpg,train,train,False
S_11192109.jpg,train,train,False
S_11192514.jpg,train,train,False
S_11195409.jpg,train,train,False
S_11197359.jpg,train,train,False
S_11197387.jpg,train,train,False
S_11197391.jpg,train,train,False
S_11197394.jpg,train,train,False
S_11197423.jpg,train,train,False
S_11197424.jpg,train,train,False
S_11197452.jpg,train,train,False
S_11197457.jpg,train,train,False
S_11197476.jpg,train,train,False
S_11197478.jpg,val,val,False
S_11197763.jpg,train,train,False
S_11198594.jpg,train,train,False
S_11198595.jpg,train,train,False
S_11198598.jpg,val,val,False
S_11201130.jpg,train,train,False
S_11205072.jpg,train,train,False
S_11205482.jpg,train,train,False
S_11208154.jpg,val,val,False
S_11211829.jpg,train,train,False
S_11215327.jpg,train,train,False
S_11215696.jpg,train,train,False
S_11216655.jpg,train,train,False
S_11217143.jpg,train,train,False
S_11218086.jpg,train,train,False
S_11219287.jpg,train,train,False
S_11220617.jpg,train,train,False
S_11220631.jpg,train,train,False
S_11221437.jpg,train,train,False
S_11222042.jpg,train,train,False
S_11222066.jpg,train,train,False
S_11222094.jpg,train,train,False
S_11222148.jpg,val,val,False
S_11222282.jpg,train,train,False
S_11222496.jpg,train,train,False
S_11222597.jpg,val,val,False
S_11222627.jpg,train,train,False
S_11222632.jpg,train,train,False
S_11222633.jpg,train,train,False
S_11222634.jpg,train,train,False
S_11222644.jpg,train,train,False
S_11222805.jpg,train,train,False
S_11222814.jpg,train,train,False
S_11222820.jpg,train,train,False
S_11222840.jpg,train,train,False
S_11226188.jpg,train,train,False
S_11226205.jpg,train,train,False
S_11226238.jpg,train,train,False
S_11226244.jpg,val,val,False
S_11232355.jpg,train,train,False
S_11232362.jpg,train,train,False
S_11232364.jpg,train,train,False
S_11232393.jpg,train,train,False
S_11232688.jpg,val,val,False
S_11232689.jpg,train,train,False
S_11232690.jpg,val,val,False
S_11232691.jpg,train,train,False
S_11232699.jpg,train,train,False
S_11232700.jpg,train,train,False
S_11232701.jpg,train,train,False
S_11233311.jpg,train,train,False
S_11233313.jpg,train,train,False
S_11233901.jpg,train,train,False
S_11233902.jpg,train,train,False
S_11234196.jpg,train,train,False
S_11234486.jpg,train,train,False
S_11234489.jpg,train,train,False
S_11235068.jpg,train,train,False
S_11235285.jpg,train,train,False
S_11235377.jpg,train,train,False
S_11235381.jpg,val,val,False
S_11235388.jpg,val,val,False
S_11235389.jpg,val,val,False
S_11236249.jpg,train,train,False
S_11236834.jpg,train,train,False
S_11240572.jpg,train,train,False
S_11240585.jpg,train,train,False
S_11243959.jpg,train,train,False
S_11244289.jpg,train,train,False
S_11244719.jpg,train,train,False
S_11244911.jpg,train,train,False
S_11266794.jpg,train,train,False
S_11266806.jpg,val,val,False
S_11300917.jpg,train,train,False
S_11306624.jpg,train,train,False
S_11323543.jpg,val,val,False
S_11327622.jpg,train,train,False
S_11329436.jpg,val,val,False
S_11329977.jpg,train,train,False
S_11332365.jpg,train,train,False
S_11332683.jpg,train,train,False
S_11333401.jpg,train,train,False
S_11334682.jpg,val,val,False
S_11335634.jpg,val,val,False
S_11336108.jpg,val,val,False
S_11336349.jpg,train,train,False
S_11337055.jpg,train,train,False
S_11339247.jpg,train,train,False
S_11339563.jpg,train,train,False
S_11340713.jpg,val,val,False
S_11340946.jpg,train,train,False
S_11341815.jpg,train,train,False
S_11342469.jpg,val,val,False
S_11348021.jpg,train,train,False
S_11348072.jpg,val,val,False
S_11348099.jpg,train,train,False
S_11348101.jpg,train,train,False
S_11348111.jpg,train,train,False
S_11348123.jpg,train,train,False
S_11348810.jpg,train,train,False
S_11348865.jpg,train,train,False
S_11350098.jpg,train,train,False
S_11350101.jpg,val,val,False
S_11350102.jpg,train,train,False
S_11350103.jpg,val,val,False
S_11350119.jpg,val,val,False
S_11350124.jpg,train,train,False
S_11350128.jpg,val,val,False
S_11350132.jpg,train,train,False
S_11350133.jpg,train,train,False
S_11350135.jpg,train,train,False
S_11350195.jpg,train,train,False
S_11350286.jpg,train,train,False
S_11350292.jpg,val,val,False
S_11350298.jpg,train,train,False
S_11350344.jpg,train,train,False
S_11350355.jpg,train,train,False
S_11350362.jpg,train,train,False
S_11350363.jpg,val,train,True
S_11350366.jpg,train,train,False
S_11350372.jpg,train,train,False
S_11350461.jpg,train,train,False
S_11351016.jpg,train,train,False
S_11351046.jpg,train,train,False
S_11351099.jpg,train,train,False
S_11351353.jpg,train,train,False
S_11351355.jpg,train,train,False
S_11351526.jpg,val,val,False
S_11351536.jpg,train,train,False
S_11351553.jpg,val,val,False
S_11351617.jpg,train,train,False
S_11351711.jpg,train,train,False
S_11351878.jpg,train,train,False
S_11351885.jpg,val,val,False
S_11351933.jpg,train,train,False
S_11352018.jpg,train,train,False
S_11365940.jpg,train,train,False
S_11369708.jpg,train,train,False
S_11369716.jpg,train,train,False
S_11369723.jpg,train,train,False
S_11370019.jpg,train,train,False
S_11370026.jpg,val,val,False
S_11370040.jpg,val,val,False
S_11370235.jpg,val,val,False
S_11370351.jpg,train,train,False
S_11370356.jpg,val,val,False
S_11370373.jpg,train,train,False
S_11370433.jpg,train,train,False
S_11370486.jpg,train,train,False
S_11370791.jpg,train,train,False
S_11370917.jpg,train,train,False
S_11370930.jpg,val,val,False
S_11371164.jpg,train,train,False
S_11371173.jpg,train,train,False
S_11371211.jpg,train,train,False
S_11372095.jpg,train,train,False
S_11372631.jpg,train,train,False
S_11372643.jpg,train,train,False
S_11373902.jpg,train,train,False
S_11375224.jpg,train,train,False
S_11375234.jpg,val,val,False
S_11375407.jpg,val,val,False
S_11375566.jpg,val,val,False
S_11375606.jpg,train,train,False
S_11376057.jpg,train,train,False
S_11376735.jpg,val,val,False
S_11378956.jpg,train,train,False
S_11379009.jpg,train,train,False
S_11379016.jpg,train,train,False
S_11379019.jpg,val,val,False
S_11379021.jpg,train,train,False
S_11379023.jpg,train,train,False
S_11379025.jpg,val,val,False
S_11379080.jpg,train,train,False
S_11379085.jpg,train,train,False
S_11379101.jpg,val,val,False
S_11379129.jpg,train,train,False
S_11379140.jpg,val,val,False
S_11379154.jpg,train,train,False
S_11379163.jpg,train,train,False
S_11379267.jpg,train,train,False
S_11379269.jpg,train,train,False
S_11379325.jpg,train,train,False
S_11379359.jpg,train,train,False
S_11379552.jpg,train,train,False
S_11384875.jpg,train,train,False
S_11387825.jpg,train,train,False
S_11388631.jpg,train,train,False
S_11388632.jpg,train,train,False
S_11388633.jpg,train,train,False
S_11389167.jpg,val,val,False
S_11389486.jpg,val,val,False
S_11390269.jpg,val,val,False
S_11390658.jpg,train,train,False
S_11390700.jpg,train,train,False
S_11390717.jpg,train,train,False
S_11390752.jpg,train,train,False
S_11390846.jpg,train,train,False
S_11390897.jpg,train,train,False
S_11406562.jpg,train,train,False
S_11461602.jpg,train,train,False
S_11461641.jpg,val,val,False
S_11461663.jpg,val,val,False
S_11462024.jpg,train,train,False
S_11462031.jpg,train,train,False
S_11462039.jpg,val,val,False
S_11462209.jpg,train,train,False
S_11462211.jpg,train,train,False
S_11462214.jpg,train,train,False
S_11462260.jpg,train,train,False
S_11462274.jpg,val,val,False
S_11462322.jpg,train,train,False
S_11462341.jpg,train,train,False
S_11462350.jpg,train,train,False
S_11462355.jpg,train,train,False
S_11462522.jpg,train,train,False
S_11462531.jpg,val,val,False
S_11462533.jpg,train,train,False
S_11462535.jpg,train,train,False
S_11462536.jpg,train,train,False
S_11462537.jpg,val,val,False
S_11462538.jpg,train,train,False
S_11462539.jpg,train,train,False
S_11462541.jpg,train,train,False
S_11462542.jpg,train,train,False
S_11462550.jpg,train,train,False
S_11462555.jpg,train,train,False
S_11462557.jpg,train,train,False
S_11462558.jpg,train,train,False
S_11462560.jpg,train,train,False
S_11462561.jpg,train,train,False
S_11462562.jpg,train,train,False
S_11462563.jpg,train,train,False
S_11462564.jpg,train,train,False
S_11462565.jpg,train,train,False
S_11462566.jpg,val,val,False
S_11462567.jpg,train,train,False
S_11462569.jpg,train,train,False
S_11462570.jpg,train,train,False
S_11462571.jpg,train,train,False
S_11462572.jpg,val,val,False
S_11462574.jpg,train,train,False
S_11462577.jpg,train,train,False
S_11462581.jpg,val,val,False
S_11462585.jpg,train,train,False
S_11462586.jpg,train,train,False
S_11462587.jpg,train,train,False
S_11462588.jpg,train,train,False
S_11462591.jpg,train,train,False
S_11462596.jpg,train,train,False
S_11462597.jpg,val,val,False
S_11462598.jpg,train,train,False
S_11462599.jpg,train,train,False
S_11462604.jpg,val,val,False
S_11462607.jpg,train,train,False
S_11462608.jpg,train,train,False
S_11462610.jpg,train,train,False
S_11462614.jpg,train,train,False
S_11462615.jpg,val,val,False
S_11462616.jpg,train,train,False
S_11462617.jpg,val,val,False
S_11462620.jpg,train,train,False
S_11462621.jpg,train,train,False
S_11462622.jpg,train,train,False
S_11462623.jpg,train,train,False
S_11462624.jpg,train,train,False
S_11462625.jpg,train,train,False
S_11462626.jpg,train,train,False
S_11462627.jpg,train,train,False
S_11462628.jpg,train,train,False
S_11462629.jpg,train,train,False
S_11462630.jpg,train,train,False
S_11462643.jpg,train,train,False
S_11462645.jpg,train,train,False
S_11462646.jpg,train,train,False
S_11462647.jpg,train,train,False
S_11462648.jpg,train,train,False
S_11462651.jpg,train,train,False
S_11462652.jpg,train,train,False
S_11462658.jpg,train,train,False
S_11462659.jpg,train,train,False
S_11462660.jpg,train,train,False
S_11462661.jpg,val,val,False
S_11462669.jpg,train,train,False
S_11462673.jpg,val,val,False
S_11462675.jpg,train,train,False
S_11462676.jpg,train,train,False
S_11462678.jpg,train,train,False
S_11462679.jpg,train,train,False
S_11462680.jpg,val,val,False
S_11462685.jpg,train,train,False
S_11462687.jpg,train,train,False
S_11462688.jpg,train,train,False
S_11462689.jpg,train,train,False
S_11462690.jpg,val,val,False
S_11462691.jpg,train,train,False
S_11462692.jpg,train,train,False
S_11462694.jpg,train,train,False
S_11462695.jpg,train,train,False
S_11462696.jpg,val,val,False
S_11462697.jpg,train,train,False
S_11462698.jpg,val,val,False
S_11462699.jpg,val,val,False
S_11462701.jpg,train,train,False
S_11462702.jpg,train,train,False
S_11462706.jpg,train,train,False
S_11462707.jpg,train,train,False
S_11462715.jpg,train,train,False
S_11462716.jpg,val,val,False
S_11462718.jpg,train,train,False
S_11462719.jpg,train,train,False
S_11462722.jpg,train,train,False
S_11462723.jpg,train,train,False
S_11462724.jpg,train,train,False
S_11462727.jpg,train,train,False
S_11462728.jpg,train,train,False
S_11462735.jpg,train,train,False
S_11462736.jpg,val,val,False
S_11462737.jpg,val,val,False
S_11462738.jpg,train,train,False
S_11462739.jpg,train,train,False
S_11462740.jpg,train,train,False
S_11462742.jpg,train,train,False
S_11462745.jpg,train,train,False
S_11462746.jpg,train,train,False
S_11462748.jpg,train,train,False
S_11462749.jpg,val,val,False
S_11462750.jpg,train,train,False
S_11462752.jpg,train,train,False
S_11462753.jpg,train,train,False
S_11462755.jpg,train,train,False
S_11462757.jpg,train,train,False
S_11462758.jpg,val,val,False
S_11462759.jpg,train,train,False
S_11462760.jpg,train,train,False
S_11462761.jpg,val,val,False
S_11462763.jpg,val,val,False
S_11462764.jpg,train,train,False
S_11462767.jpg,train,train,False
S_11462768.jpg,train,train,False
S_11462769.jpg,train,train,False
S_11462770.jpg,train,train,False
S_11462781.jpg,train,train,False
S_11462782.jpg,val,val,False
S_11462783.jpg,train,train,False
S_11462784.jpg,train,train,False
S_11462786.jpg,train,train,False
S_11462787.jpg,val,val,False
S_11462788.jpg,train,train,False
S_11462789.jpg,val,val,False
S_11462790.jpg,train,train,False
S_11462796.jpg,train,train,False
S_11462797.jpg,train,train,False
S_11462800.jpg,train,train,False
S_11462805.jpg,train,train,False
S_11462806.jpg,train,train,False
S_11462808.jpg,train,train,False
S_11462809.jpg,train,train,False
S_11462813.jpg,train,train,False
S_11462822.jpg,train,train,False
S_11462823.jpg,train,train,False
S_11462824.jpg,train,train,False
S_11462825.jpg,train,train,False
S_11462826.jpg,train,train,False
S_11462827.jpg,train,train,False
S_11462828.jpg,train,train,False
S_11462829.jpg,val,val,False
S_11462831.jpg,train,train,False
S_11462832.jpg,train,train,False
S_11462833.jpg,train,train,False
S_11462834.jpg,train,train,False
S_11462835.jpg,train,train,False
S_11462836.jpg,train,train,False
S_11462837.jpg,train,train,False
S_11462839.jpg,val,val,False
S_11462841.jpg,train,train,False
S_11462847.jpg,train,train,False
S_11462852.jpg,val,val,False
S_11462854.jpg,train,train,False
S_11462855.jpg,train,train,False
S_11462856.jpg,train,train,False
S_11462857.jpg,train,train,False
S_11462858.jpg,train,train,False
S_11462859.jpg,train,train,False
S_11462860.jpg,train,train,False
S_11462861.jpg,val,val,False
S_11462862.jpg,val,val,False
S_11462863.jpg,train,train,False
S_11462864.jpg,train,train,False
S_11462865.jpg,train,train,False
S_11462867.jpg,train,train,False
S_11462868.jpg,train,train,False
S_11462870.jpg,train,train,False
S_11462872.jpg,train,train,False
S_11462873.jpg,val,val,False
S_11462874.jpg,val,val,False
S_11462875.jpg,val,val,False
S_11462876.jpg,val,val,False
S_11462877.jpg,train,train,False
S_11462878.jpg,train,train,False
S_11462879.jpg,val,val,False
S_11462880.jpg,train,train,False
S_11462884.jpg,train,train,False
S_11462885.jpg,val,val,False
S_11462889.jpg,train,train,False
S_11462891.jpg,val,val,False
S_11462892.jpg,train,train,False
S_11462893.jpg,train,train,False
S_11462894.jpg,train,train,False
S_11462895.jpg,train,train,False
S_11462897.jpg,train,train,False
S_11462899.jpg,train,train,False
S_11462901.jpg,train,train,False
S_11462903.jpg,train,train,False
S_11462905.jpg,train,train,False
S_11462907.jpg,train,train,False
S_11462908.jpg,train,train,False
S_11462910.jpg,train,train,False
S_11462914.jpg,train,train,False
S_11462916.jpg,train,train,False
S_11462918.jpg,train,train,False
S_11462919.jpg,train,train,False
S_11462922.jpg,val,val,False
S_11462923.jpg,val,val,False
S_11462925.jpg,train,train,False
S_11462926.jpg,val,val,False
S_11462927.jpg,train,train,False
S_11462928.jpg,train,train,False
S_11462929.jpg,train,train,False
S_11462930.jpg,train,train,False
S_11462931.jpg,train,train,False
S_11462936.jpg,val,val,False
S_11462939.jpg,train,train,False
S_11462942.jpg,val,val,False
S_11462943.jpg,train,train,False
S_11462944.jpg,val,val,False
S_11462945.jpg,train,train,False
S_11462950.jpg,train,train,False
S_11462951.jpg,train,train,False
S_11462954.jpg,train,train,False
S_11462956.jpg,train,train,False
S_11462957.jpg,val,val,False
S_11462958.jpg,train,train,False
S_11462959.jpg,val,val,False
S_11462960.jpg,train,train,False
S_11462961.jpg,train,train,False
S_11462962.jpg,train,train,False
S_11462963.jpg,val,val,False
S_11462964.jpg,train,train,False
S_11462966.jpg,val,val,False
S_11462967.jpg,train,train,False
S_11462968.jpg,train,train,False
S_11462973.jpg,train,train,False
S_11462974.jpg,train,train,False
S_11462975.jpg,train,train,False
S_11462976.jpg,train,train,False
S_11462979.jpg,train,train,False
S_11462980.jpg,train,train,False
S_11462982.jpg,train,train,False
S_11462983.jpg,train,train,False
S_11462984.jpg,val,val,False
S_11462986.jpg,val,val,False
S_11462990.jpg,train,train,False
S_11462991.jpg,train,train,False
S_11463001.jpg,val,val,False
S_11463002.jpg,train,train,False
S_11463004.jpg,train,train,False
S_11463005.jpg,train,train,False
S_11463010.jpg,val,val,False
S_11463011.jpg,val,val,False
S_11463012.jpg,train,train,False
S_11463013.jpg,train,train,False
S_11463014.jpg,train,train,False
S_11463020.jpg,train,train,False
S_11463021.jpg,train,train,False
S_11463023.jpg,train,train,False
S_11463029.jpg,train,train,False
S_11463030.jpg,train,train,False
S_11463031.jpg,val,val,False
S_11463032.jpg,train,train,False
S_11463034.jpg,train,train,False
S_11463042.jpg,train,train,False
S_11463044.jpg,val,val,False
S_11463045.jpg,val,val,False
S_11463051.jpg,train,train,False
S_11463053.jpg,train,train,False
S_11463056.jpg,val,val,False
S_11463058.jpg,train,train,False
S_11463059.jpg,train,train,False
S_11463060.jpg,train,train,False
S_11463062.jpg,train,train,False
S_11463065.jpg,train,train,False
S_11463068.jpg,train,train,False
S_11463070.jpg,train,train,False
S_11463071.jpg,train,train,False
S_11463072.jpg,train,train,False
S_11463073.jpg,train,train,False
S_11463077.jpg,train,train,False
S_11463078.jpg,train,train,False
S_11463079.jpg,train,train,False
S_11463080.jpg,train,train,False
S_11463081.jpg,train,train,False
S_11463083.jpg,train,train,False
S_11463084.jpg,train,train,False
S_11463085.jpg,val,val,False
S_11463086.jpg,train,train,False
S_11463087.jpg,train,train,False
S_11463088.jpg,train,train,False
S_11463090.jpg,train,train,False
S_11463091.jpg,train,train,False
S_11463094.jpg,train,train,False
S_11463095.jpg,val,val,False
S_11463101.jpg,train,train,False
S_11463106.jpg,val,val,False
S_11463107.jpg,train,train,False
S_11463108.jpg,val,val,False
S_11463109.jpg,train,train,False
S_11463110.jpg,train,train,False
S_11463112.jpg,train,train,False
S_11463113.jpg,train,train,False
S_11463116.jpg,train,train,False
S_11463120.jpg,train,train,False
S_11463122.jpg,train,train,False
S_11463123.jpg,train,train,False
S_11463124.jpg,val,val,False
S_11463125.jpg,train,train,False
S_11463126.jpg,train,train,False
S_11463127.jpg,train,train,False
S_11463134.jpg,train,train,False
S_11463135.jpg,val,val,False
S_11463136.jpg,train,train,False
S_11463137.jpg,train,train,False
S_11463138.jpg,train,train,False
S_11463141.jpg,val,val,False
S_11463145.jpg,train,train,False
S_11463146.jpg,train,train,False
S_11463147.jpg,val,val,False
S_11463148.jpg,train,train,False
S_11463149.jpg,train,train,False
S_11463150.jpg,val,val,False
S_11463151.jpg,train,train,False
S_11463152.jpg,train,train,False
S_11463153.jpg,train,train,False
S_11463154.jpg,train,train,False
S_11463156.jpg,train,train,False
S_11463157.jpg,train,train,False
S_11463158.jpg,train,train,False
S_11463160.jpg,train,train,False
S_11463161.jpg,train,train,False
S_11463162.jpg,train,train,False
S_11463163.jpg,train,train,False
S_11463164.jpg,val,val,False
S_11463166.jpg,train,train,False
S_11463169.jpg,val,val,False
S_11463175.jpg,train,train,False
S_11463176.jpg,train,train,False
S_11463177.jpg,train,train,False
S_11463178.jpg,train,train,False
S_11463182.jpg,train,train,False
S_11463184.jpg,train,train,False
S_11463193.jpg,train,train,False
S_11463195.jpg,val,val,False
S_11463198.jpg,train,train,False
S_11463202.jpg,train,train,False
S_11463204.jpg,train,train,False
S_11463207.jpg,val,val,False
S_11463208.jpg,train,train,False
S_11463209.jpg,train,train,False
S_11463210.jpg,val,val,False
S_11463212.jpg,train,train,False
S_11463215.jpg,train,train,False
S_11463218.jpg,val,val,False
S_11463220.jpg,train,train,False
S_11463222.jpg,train,train,False
S_11463223.jpg,train,train,False
S_11463224.jpg,val,val,False
S_11463227.jpg,val,val,False
S_11463228.jpg,val,val,False
S_11463229.jpg,train,train,False
S_11463230.jpg,train,train,False
S_11463231.jpg,train,train,False
S_11463232.jpg,val,val,False
S_11463233.jpg,train,train,False
S_11463235.jpg,train,train,False
S_11463237.jpg,val,val,False
S_11463238.jpg,train,train,False
S_11463239.jpg,train,train,False
S_11463240.jpg,train,train,False
S_11463242.jpg,train,train,False
S_11463243.jpg,val,val,False
S_11463245.jpg,val,val,False
S_11463247.jpg,train,train,False
S_11463248.jpg,train,train,False
S_11463249.jpg,train,train,False
S_11463253.jpg,train,train,False
S_11463254.jpg,val,val,False
S_11463255.jpg,val,val,False
